"Country","Age","Gender","Kids","Edu","WorkStatus","Income","Occupation","PositionYrs","PositionMnth","CommSize","MaritalStatus","NumofSons","NumofDaughters","XDP1","XDP2","XDP3","XDP4","XDP5","XAIP1","XAIP2","XAIP3","XAIP4","XAIP5","XAIP6","XAIP7","XAIP8","XAIP9","XAIP10","XAIP11","XAIP12","XAIP13","XAIP14","XAIP15","XGP1","XGP2","XGP3","XGP4","XGP5","XGP6","XGP7","XGP8","XGP9","XGP10","XGP11","XGP12","XGP13","XGP14","XGP15","XGP16","XGP17","XGP18","XGP19","XGP20","XSWLS1","XSWLS2","XSWLS3","XSWLS4","XSWLS5","Yourself","Others","DP_Mean","AIP_Mean","GP_Mean","SWLS_Mean","HDI","Development.Category"
"United States",55,"Male","Yes Kids","phd","full-time",250000,"",0,0,"Small Town","Married",NA,1,3,3,3,2,2,1,2,5,2,4,3,2,3,2,3,3,3,3,2,3,3,3,4,1,2,3,3,3,2,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,2,"yes","yes",2.6,2.73333333333333,3.05,2.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",45000,"",0,0,"Large Town","Married",NA,2,3,3,3,2,2,2,2,4,4,2,2,4,4,3,4,4,4,2,3,2,3,2,3,2,3,3,3,3,3,3,4,4,2,3,4,4,3,4,3,2,4,5,5,5,4,"yes","yes",2.6,3.06666666666667,3.05,4.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","part-time",NA,"",4,0,"","Married",NA,0,4,4,4,4,4,3,1,5,1,4,3,4,5,4,4,4,5,5,5,5,5,3,3,4,2,5,2,5,5,5,2,4,5,4,5,5,4,5,2,4,2,2,2,2,1,"yes","yes",4,3.86666666666667,3.95,1.8,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","dip","full-time",55000,"",5,10,"Large-City","Married",NA,1,4,4,2,3,3,4,4,2,4,4,2,3,5,3,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,5,"yes","yes",3.2,3.6,3.8,3.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",67500,"",12,7,"Large Town","Married",NA,1,3,4,3,3,2,1,2,2,3,3,4,4,3,3,4,4,2,3,2,2,4,2,4,1,4,2,3,3,3,3,2,3,3,4,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3,2.8,3.1,2.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","part-time",67500,"",1,0,"Small Town","Married",NA,0,3,4,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,2,4,3,3,3,4,3,3,4,2,4,3,3,2,3,3,"yes","yes",3.2,3.13333333333333,3.05,2.8,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ma","full-time",35000,"",10,0,"Large Town","Married",NA,1,4,4,4,3,3,2,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,2,"yes","no",3.6,3.6,3.55,2.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",55000,"",6,0,"Small Town","Single",NA,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,5,5,3,1,1,2,3,1,2,5,1,1,1,2,2,1,5,1,1,1,3,5,2,2,1,3,3,5,5,5,4,"no","no",1,2.13333333333333,2.15,4.4,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","deg","full-time",150000,"",9,0,"Village","Separated",NA,2,3,3,3,2,2,3,3,4,5,4,1,3,3,3,4,4,4,5,4,5,4,5,4,4,4,1,5,2,4,4,4,4,5,5,5,4,4,5,4,3,2,3,3,2,2,"yes","yes",2.6,3.66666666666667,4,2.4,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",87500,"",9,8,"Village","Married",NA,1,3,3,3,1,1,1,1,3,1,1,1,1,5,1,1,1,1,2,1,2,3,1,1,3,1,2,2,3,3,1,1,3,1,1,2,3,2,2,2,2,4,4,4,4,4,"no","no",2.2,1.53333333333333,1.95,4,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","","full-time",45000,"",2,0,"Village","Separated",NA,1,3,4,4,2,3,1,1,4,1,3,2,2,4,3,3,2,1,2,1,3,4,2,3,1,3,2,4,2,4,1,2,4,3,3,2,4,2,3,4,4,3,4,4,4,4,"yes","no",3.2,2.2,2.85,3.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",55000,"",1,6,"Village","Divorced",NA,0,4,4,4,4,4,1,1,3,2,4,2,4,3,3,3,3,1,4,1,4,4,3,3,4,4,4,4,4,4,1,3,4,3,3,2,5,3,4,4,4,2,2,2,3,3,"yes","yes",4,2.6,3.5,2.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","part-time",15000,"",8,0,"Rural/Country","Married",NA,2,3,3,3,3,3,2,3,5,3,3,1,4,4,3,4,3,5,4,3,5,4,3,3,2,4,3,3,3,4,3,4,3,3,4,4,5,4,3,3,3,4,4,4,4,4,"yes","yes",3,3.46666666666667,3.4,4,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","ma","full-time",55000,"",0,0,"Village","Widowed",NA,0,4,5,4,5,5,5,2,4,5,5,4,4,2,4,5,5,3,5,4,5,5,4,2,3,4,4,4,4,5,5,4,5,4,4,4,5,5,5,5,4,3,4,4,3,3,"yes","yes",4.6,4.13333333333333,4.25,3.4,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ma","full-time",67500,"",5,0,"Large Town","Married",NA,1,4,4,4,3,3,3,3,3,3,3,2,3,4,3,3,4,3,3,3,3,3,4,3,2,3,3,3,4,3,3,2,4,3,4,3,4,4,3,3,2,3,3,3,4,3,"no","yes",3.6,3.06666666666667,3.15,3.2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","","retired",250000,"",0,0,"Village","Married",NA,2,3,2,2,2,2,2,3,5,4,2,1,5,4,2,4,3,4,5,3,3,2,1,4,3,2,1,2,4,4,4,5,3,2,2,4,5,5,3,2,3,4,5,2,3,3,"no","no",2.2,3.33333333333333,3.05,3.4,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",150000,"",0,0,"Large Town","Married",NA,3,3,3,2,2,2,1,1,1,3,2,1,5,3,1,1,3,3,2,3,3,3,1,2,3,1,3,3,3,3,1,1,3,3,3,3,4,3,3,3,2,4,4,4,4,4,"yes","no",2.4,2.2,2.55,4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","retired",45000,"",7,0,"Large Town","Married",NA,0,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,4,2,5,5,4,4,3,3,3,4,3,2,3,3,3,3,4,4,5,5,4,5,4,1,1,1,1,1,"yes","yes",3,3.06666666666667,3.7,1,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ltuni","full-time",45000,"",3,0,"Medium-Sized","Married",NA,0,3,3,1,1,1,2,2,4,3,2,3,2,2,2,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,3,3,2,2,3,2,4,3,2,2,2,3,3,4,4,3,"yes","no",1.8,2.53333333333333,2.45,3.4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","dip","part-time",87500,"",0,0,"8","Married",NA,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,"no","no",2.2,1.93333333333333,2.15,4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",150000,"",6,0,"Large Town","Married",NA,1,3,3,2,2,2,3,3,4,3,3,3,2,4,2,2,2,3,2,2,3,3,2,2,4,2,4,2,3,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,"yes","no",2.4,2.73333333333333,2.85,3,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","full-time",55000,"",14,0,"Small Town","Married",NA,1,2,4,2,3,3,3,3,5,4,4,5,4,3,4,4,4,4,3,3,4,4,2,2,3,4,2,4,3,3,3,4,3,2,2,3,4,4,4,4,3,3,3,4,4,4,"yes","yes",2.8,3.8,3.15,3.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",55000,"",0,0,"Small Town","Single",NA,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,4,4,5,4,3,5,5,5,4,5,5,4,4,5,5,5,5,5,5,2,2,2,2,1,"yes","yes",5,4.8,4.6,1.8,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ma","full-time",55000,"",0,3,"Large Town","Married",NA,0,2,2,3,2,2,1,2,2,3,2,5,4,3,2,4,3,4,2,2,2,2,1,1,3,3,2,3,4,1,2,3,2,1,2,3,4,4,3,4,3,2,4,3,4,2,"yes","yes",2.2,2.73333333333333,2.55,3,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",67500,"",8,0,"Small Town","Divorced",NA,0,1,2,1,2,2,1,3,4,4,4,1,1,4,2,3,3,4,3,4,3,2,2,1,5,1,1,3,2,4,3,2,4,4,2,2,2,2,3,3,3,2,3,2,3,3,"yes","no",1.6,2.93333333333333,2.55,2.6,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","ltuni","retired",45000,"",0,0,"Large Town","Divorced",NA,1,5,5,5,5,5,1,1,1,5,5,2,3,5,4,5,4,1,2,1,5,5,4,4,2,4,2,5,5,5,1,4,5,2,4,4,5,5,4,5,4,2,2,2,2,1,"yes","no",5,3,3.95,1.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","student",10000,"",2,0,"Medium-Sized","Divorced",NA,1,1,2,1,1,1,3,1,3,3,3,3,2,3,3,5,3,3,2,2,3,3,1,2,2,1,2,1,2,1,2,4,3,3,1,3,3,3,2,3,2,3,2,2,3,1,"yes","no",1.2,2.8,2.2,2.2,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","deg","full-time",25000,"",2,0,"Medium-Sized","Married",NA,1,2,2,2,2,2,2,2,1,2,2,3,2,1,1,1,2,2,2,1,2,1,1,1,5,3,2,2,2,2,2,2,2,3,5,1,3,2,1,2,2,4,2,1,3,3,"yes","no",2,1.73333333333333,2.2,2.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",67500,"",2,9,"Small Town","Married",NA,1,3,4,4,3,3,1,1,4,4,2,1,2,3,2,2,5,3,3,2,2,3,3,3,4,1,3,3,4,4,2,4,3,3,4,3,4,2,4,3,4,3,3,3,3,3,"no","no",3.4,2.46666666666667,3.2,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","part-time",NA,"",6,6,"Small Town","Married",NA,0,4,3,3,2,2,2,3,5,4,3,1,3,4,1,2,2,4,2,3,2,4,1,4,2,5,1,3,4,2,2,5,3,2,2,4,5,3,4,2,2,3,4,5,5,3,"yes","no",2.8,2.73333333333333,3,4,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","phd","full-time",25000,"",3,0,"Large Town","Married",NA,0,5,4,5,3,2,1,1,2,3,3,4,2,5,1,3,3,3,3,1,2,3,2,3,5,1,2,4,5,3,1,2,4,2,5,3,4,2,4,3,4,2,2,2,3,2,"yes","no",3.8,2.46666666666667,3.1,2.2,0.92,"Very high human development"
"United States",20,"Female","Yes Kids","lthigh","student",25000,"",0,0,"Large Town","Married",NA,0,3,3,3,2,2,1,2,3,4,2,2,2,3,2,3,4,4,4,4,2,3,2,2,3,1,3,3,2,2,3,4,2,1,2,3,2,2,3,3,3,4,4,5,3,4,"yes","no",2.6,2.8,2.45,4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","full-time",45000,"",10,0,"Large Town","Single",NA,0,4,4,2,3,3,1,2,5,5,5,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,5,1,4,3,4,3,5,4,5,3,3,3,3,3,"yes","yes",3.2,3.73333333333333,3.7,3,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ltuni","retired",45000,"",6,0,"Village","Married",NA,1,4,4,4,4,4,3,2,2,3,4,2,3,2,3,3,2,2,4,2,4,4,2,2,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,"yes","yes",4,2.73333333333333,3.65,3,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",150000,"",2,8,"Small Town","Married",NA,0,5,4,3,3,3,3,3,5,4,4,4,5,4,5,5,5,4,4,3,5,5,2,3,2,4,3,4,4,5,5,5,5,4,3,5,4,4,5,4,4,4,4,4,4,4,"yes","yes",3.6,4.2,4,4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","unemployed",45000,"",0,0,"8","Married",NA,1,4,4,4,3,3,1,1,5,3,2,2,3,4,2,2,1,3,2,1,3,4,3,4,1,4,2,3,4,4,1,3,3,2,4,3,4,3,3,4,3,3,3,3,2,1,"yes","no",3.6,2.33333333333333,3.1,2.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","full-time",NA,"",0,0,"8","Married",NA,0,5,4,1,1,1,1,1,4,2,2,2,1,4,2,3,3,3,4,2,2,2,1,2,5,1,2,2,3,4,1,2,4,2,3,4,4,1,3,2,2,4,4,5,5,4,"yes","no",2.4,2.4,2.5,4.4,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",45000,"",0,7,"Village","Married",NA,1,4,2,4,4,4,3,3,3,4,4,3,5,4,5,5,2,4,5,3,4,3,3,4,5,3,4,5,5,5,5,4,4,2,3,4,5,4,5,5,5,3,4,4,3,2,"yes","yes",3.6,3.8,4.15,3.2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",150000,"",0,0,"Small Town","Married",NA,1,5,4,4,4,4,3,2,4,4,4,4,5,5,4,5,3,4,3,4,4,5,3,3,4,2,4,4,4,5,3,4,5,4,4,5,4,4,3,4,3,4,4,3,4,3,"yes","yes",4.2,3.86666666666667,3.85,3.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","high","retired",55000,"",0,0,"Village","Married",NA,1,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,4,5,1,5,5,5,5,2,4,5,5,5,5,5,5,3,2,2,2,1,"yes","yes",5,4.4,4.5,2,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","deg","full-time",55000,"",3,0,"Large Town","Married",NA,1,3,3,3,3,3,2,3,2,4,2,1,3,4,2,4,4,3,3,4,5,5,4,2,2,4,2,4,4,3,3,4,4,2,3,3,5,5,4,4,3,3,3,3,3,1,"yes","no",3,3.06666666666667,3.5,2.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","unemployed",10000,"",0,0,"Large Town","Married",NA,2,3,3,5,3,3,2,1,3,4,3,5,4,3,3,4,2,3,2,3,4,4,2,4,4,3,2,3,4,3,4,5,3,3,5,4,4,3,4,5,3,3,4,5,4,5,"yes","yes",3.4,3.06666666666667,3.6,4.2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",45000,"",10,0,"Village","Divorced",NA,0,4,2,3,1,1,2,1,1,2,2,1,2,3,1,2,2,2,2,2,2,2,1,2,1,2,1,3,4,3,1,4,3,2,2,3,4,3,4,4,4,1,4,2,3,1,"yes","no",2.2,1.8,2.65,2.2,0.92,"Very high human development"
"United States",28,"Male","Yes Kids","ltuni","full-time",67500,"",0,9,"Small Town","Divorced",NA,0,4,5,5,3,3,3,2,3,2,1,4,3,2,1,3,2,3,2,2,4,4,1,2,3,2,5,4,4,3,1,4,2,3,3,5,4,4,5,5,5,3,4,4,3,2,"yes","yes",4,2.46666666666667,3.45,3.2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","part-time",35000,"",7,0,"Large Town","Married",NA,1,4,4,4,3,3,3,4,2,4,3,3,3,3,3,2,3,4,4,4,4,4,2,4,5,2,2,3,3,4,2,2,4,4,2,4,2,3,5,5,4,2,1,2,2,1,"yes","no",3.6,3.26666666666667,3.3,1.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",45000,"",10,0,"Village","Married",NA,1,2,2,2,1,1,5,5,5,5,3,1,3,5,3,3,5,5,5,5,4,3,1,4,1,3,3,2,4,5,5,5,5,4,2,3,5,3,4,3,2,2,2,3,3,2,"yes","yes",1.6,4.13333333333333,3.35,2.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",55000,"",6,0,"Medium-Sized","Married",NA,0,3,4,4,3,3,1,3,5,5,5,4,3,4,5,4,3,5,2,5,5,5,3,2,4,4,1,5,4,5,5,4,5,3,3,4,5,4,5,5,5,3,4,3,5,1,"yes","yes",3.4,3.93333333333333,4.05,3.2,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","phd","full-time",67500,"",1,0,"Rural/Country","Married",NA,1,2,3,2,1,1,1,2,2,4,3,1,5,3,3,1,5,3,4,2,3,5,1,3,3,1,2,3,2,4,4,3,4,1,2,3,3,3,3,5,3,3,4,5,5,2,"yes","yes",1.8,2.8,2.9,3.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","",250000,"",0,0,"Rural/Country","Married",NA,1,5,3,2,3,3,3,4,4,5,4,2,4,4,4,4,4,4,2,4,4,4,4,2,4,3,3,4,2,4,3,3,4,3,4,5,4,4,5,5,4,2,4,2,4,2,"yes","yes",3.2,3.73333333333333,3.7,2.8,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","phd","full-time",87500,"",10,0,"Village","Married",NA,2,5,5,2,3,3,5,1,2,2,4,4,5,5,5,5,5,2,5,2,5,5,3,5,5,4,2,4,3,5,5,2,5,5,5,5,5,5,5,5,5,2,3,2,2,1,"yes","yes",3.6,3.8,4.4,2,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ltuni","full-time",15000,"",1,0,"Large-City","Divorced",NA,3,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,3,1,1,5,1,1,2,1,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,5,4,5,5,5,"yes","yes",1,1.53333333333333,1.85,4.8,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ma","full-time",87500,"",10,0,"Medium-Sized","Married",NA,1,4,4,4,4,4,4,1,2,3,4,3,3,3,3,5,5,2,5,2,3,1,3,5,2,5,1,4,4,3,3,5,4,5,4,4,4,3,4,4,3,3,3,3,4,3,"yes","yes",4,3.2,3.55,3.2,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","deg","full-time",NA,"",2,0,"Large Town","Married",NA,0,3,3,2,2,2,2,3,4,5,3,2,5,4,3,5,3,3,3,4,3,4,3,3,5,3,2,4,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,"yes","yes",2.4,3.46666666666667,3.7,4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","part-time",25000,"",4,6,"Small Town","Married",NA,0,3,3,3,3,3,1,2,5,3,2,1,2,3,3,3,4,3,4,2,2,2,3,4,4,3,3,2,3,3,3,3,3,5,2,3,3,3,4,4,3,3,2,2,2,2,"no","no",3,2.66666666666667,3.15,2.2,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","ltuni","full-time",35000,"",1,0,"Small Town","Divorced",NA,1,4,4,5,3,3,2,3,3,4,3,3,2,3,2,4,3,4,2,4,5,5,3,2,4,5,2,3,3,3,4,3,3,3,4,3,5,4,3,3,3,3,4,3,4,2,"yes","yes",3.8,3.13333333333333,3.4,3.2,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","dip","full-time",87500,"",0,8,"Rural/Country","Separated",NA,1,4,4,4,3,3,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4,4,2,3,3,4,3,3,3,4,2,2,4,3,4,4,4,3,4,4,3,3,3,2,3,3,"yes","no",3.6,3.33333333333333,3.3,2.8,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","deg","full-time",55000,"",0,2,"Rural/Country","Married",NA,0,3,3,4,3,3,2,2,2,4,3,3,2,4,3,4,3,2,3,3,4,4,3,3,2,2,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,4,3,"yes","yes",3.2,2.93333333333333,3.3,3.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","unemployed",25000,"",4,0,"Large Town","Divorced",NA,0,5,5,5,3,2,1,5,4,5,5,5,5,5,5,5,3,5,3,5,5,5,3,5,4,4,4,5,5,5,5,5,5,3,4,4,5,5,5,5,5,2,2,2,3,2,"yes","yes",4,4.4,4.55,2.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","high","full-time",25000,"",5,0,"Large Town","Married",NA,1,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,2,3,3,3,4,3,2,"no","no",2,2.33333333333333,2.35,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","part-time",25000,"",1,3,"Large Town","Married",NA,4,5,4,4,3,3,3,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,5,4,3,1,2,2,3,2,"yes","yes",3.8,4.26666666666667,4.3,2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",67500,"",5,0,"Rural/Country","Divorced",NA,2,1,1,3,2,1,2,2,5,3,2,4,1,3,1,1,5,3,1,2,2,2,1,2,2,1,2,2,2,4,1,3,3,4,3,2,4,3,3,3,3,4,4,4,4,1,"yes","no",1.6,2.46666666666667,2.5,3.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","","full-time",150000,"",4,0,"Large Town","Married",NA,1,4,2,2,1,1,1,1,1,5,5,1,1,1,1,1,2,1,1,1,2,1,1,5,2,1,1,2,2,3,1,2,4,1,3,2,5,2,4,2,2,4,4,4,4,3,"no","no",2,1.66666666666667,2.3,3.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","full-time",87500,"",0,0,"Medium-Sized","Married",NA,1,2,2,2,3,2,1,3,3,5,3,3,3,4,3,5,3,5,3,4,4,3,2,2,3,3,2,2,2,3,4,4,3,1,3,3,2,4,4,3,2,4,4,4,4,3,"yes","no",2.2,3.46666666666667,2.75,3.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","full-time",35000,"",9,0,"Small Town","Divorced",NA,1,4,4,4,3,2,3,5,5,5,3,3,3,3,3,3,4,5,3,5,5,4,2,4,4,5,4,4,4,5,3,4,3,5,5,5,5,5,5,5,1,1,3,3,3,2,"yes","yes",3.4,3.86666666666667,4.1,2.4,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","phd","full-time",45000,"",13,6,"Village","Married",NA,0,3,2,1,2,2,1,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,2,3,2,4,4,4,4,3,"no","no",2,2,2.15,3.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"",0,0,"Small Town","Divorced",NA,0,3,3,3,3,3,2,3,3,4,3,3,4,3,3,4,2,5,3,5,4,4,2,3,2,2,3,5,4,4,2,4,4,2,4,4,3,4,4,4,4,3,3,3,3,2,"yes","yes",3,3.4,3.4,2.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",87500,"",0,0,"Small Town","Married",NA,1,3,2,1,1,1,4,1,1,3,4,4,2,2,2,3,3,3,1,2,3,2,1,2,3,1,5,3,3,3,3,3,3,5,2,2,2,2,2,3,2,4,4,5,5,5,"no","no",1.6,2.53333333333333,2.6,4.6,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","phd","full-time",45000,"",4,0,"Large Town","Married",NA,1,3,2,4,3,3,1,1,5,3,4,4,5,4,5,5,2,3,4,3,5,5,2,4,1,3,2,5,3,5,3,4,5,4,4,4,5,5,4,4,3,4,4,4,3,3,"yes","yes",3,3.6,3.75,3.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",67500,"",0,0,"Medium-Sized","Married",NA,1,3,3,3,2,2,2,2,3,5,1,2,3,2,2,3,4,3,4,4,3,4,1,3,5,2,4,4,4,4,4,4,5,3,3,3,5,5,3,4,3,5,5,5,5,5,"yes","no",2.6,2.86666666666667,3.65,5,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","high","unemployed",67500,"",0,0,"Large Town","Married",NA,1,1,2,3,1,1,1,2,5,2,2,2,3,3,3,4,2,4,2,1,1,2,1,2,1,1,2,2,2,1,1,5,1,1,1,2,1,2,2,1,3,4,4,4,3,4,"no","yes",1.6,2.46666666666667,1.7,3.8,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","deg","full-time",87500,"",2,0,"Small Town","Divorced",NA,0,5,5,5,5,5,2,2,2,5,5,1,5,4,4,5,5,3,4,4,5,5,1,3,4,3,3,5,3,5,5,4,5,4,5,5,4,4,4,5,5,3,4,3,3,3,"yes","yes",5,3.73333333333333,4.1,3.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","high","retired",15000,"",6,0,"Small Town","Divorced",NA,0,3,3,4,3,2,2,1,4,2,1,1,4,3,2,4,2,2,3,3,2,3,3,3,1,3,2,3,3,5,2,3,4,2,2,3,5,4,2,4,3,3,2,2,3,4,"yes","yes",3,2.4,3,2.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","part-time",87500,"",0,0,"Village","Married",NA,2,3,3,3,3,3,2,2,2,3,3,4,4,3,2,3,2,4,2,4,4,3,2,4,3,2,2,3,3,3,2,4,2,2,2,2,3,3,4,2,3,3,3,3,4,4,"no","no",3,2.93333333333333,2.7,3.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",35000,"",2,0,"Small Town","Divorced",NA,3,4,4,3,3,3,2,1,5,2,3,3,4,4,3,5,3,1,3,1,3,4,3,4,2,2,2,3,4,4,2,4,3,2,3,4,4,4,3,4,3,3,4,4,4,3,"yes","yes",3.4,2.86666666666667,3.2,3.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","full-time",150000,"",0,0,"Medium-Sized","Divorced",NA,0,2,3,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,"no","no",2.4,2,2.05,4,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","deg","part-time",25000,"",0,6,"Rural/Country","Married",NA,2,5,5,5,4,4,4,2,5,5,4,5,5,5,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,2,3,5,4,5,5,5,5,5,4,5,1,1,1,1,1,"yes","yes",4.6,4.26666666666667,4.65,1,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ma","part-time",45000,"",0,0,"","Married",NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,2,1,2,2,1,2,1,1,1,3,5,5,5,5,4,"no","no",1,1.06666666666667,1.55,4.8,0.92,"Very high human development"
"United States",80,"Female","Yes Kids","phd","retired",67500,"",0,0,"Rural/Country","Divorced",NA,0,3,2,1,2,2,1,1,3,3,3,3,2,3,2,3,2,1,3,1,4,5,1,1,1,3,1,4,3,3,1,4,4,1,2,4,5,2,3,4,3,3,3,4,5,3,"yes","yes",2,2.33333333333333,2.75,3.6,0.92,"Very high human development"
